,station,date,prcp,tobs
2023,USC00519397,2015-10-25,0.0,74
2024,USC00519397,2015-10-26,0.0,77
2025,USC00519397,2015-10-27,0.11,75
2026,USC00519397,2015-10-28,0.01,79
2027,USC00519397,2015-10-29,0.0,76
2028,USC00519397,2015-10-30,0.0,77
2029,USC00519397,2015-10-31,0.0,80
2030,USC00519397,2015-11-01,0.19,75
2031,USC00519397,2015-11-02,0.01,79
2032,USC00519397,2015-11-03,0.0,80
2033,USC00519397,2015-11-04,0.02,79
2034,USC00519397,2015-11-05,0.03,78
2035,USC00519397,2015-11-06,0.01,79
2036,USC00519397,2015-11-07,0.1,76
2037,USC00519397,2015-11-08,0.02,78
2038,USC00519397,2015-11-09,0.11,76
2039,USC00519397,2015-11-10,0.0,78
2040,USC00519397,2015-11-11,0.0,78
2041,USC00519397,2015-11-12,0.01,77
2042,USC00519397,2015-11-13,0.0,76
2043,USC00519397,2015-11-14,0.17,78
2044,USC00519397,2015-11-15,0.02,77
2045,USC00519397,2015-11-16,0.0,77
2046,USC00519397,2015-11-17,0.0,70
2047,USC00519397,2015-11-18,0.02,77
2048,USC00519397,2015-11-19,0.0,79
2049,USC00519397,2015-11-20,1.57,73
2050,USC00519397,2015-11-21,0.85,75
2051,USC00519397,2015-11-22,0.33,75
2052,USC00519397,2015-11-23,0.62,76
2053,USC00519397,2015-11-24,0.75,71
2054,USC00519397,2015-11-25,0.01,76
2055,USC00519397,2015-11-26,0.36,76
2056,USC00519397,2015-11-27,0.11,77
2057,USC00519397,2015-11-28,0.02,77
2058,USC00519397,2015-11-29,0.03,76
2059,USC00519397,2015-11-30,0.01,77
2060,USC00519397,2015-12-01,0.0,75
2061,USC00519397,2015-12-02,0.0,77
2062,USC00519397,2015-12-03,0.06,75
2063,USC00519397,2015-12-04,0.02,75
2064,USC00519397,2015-12-05,0.0,75
2065,USC00519397,2015-12-06,0.0,75
2066,USC00519397,2015-12-07,0.0,71
2067,USC00519397,2015-12-08,0.0,70
2068,USC00519397,2015-12-09,0.0,74
2069,USC00519397,2015-12-10,0.06,74
2070,USC00519397,2015-12-11,0.0,75
2071,USC00519397,2015-12-12,0.39,72
2072,USC00519397,2015-12-13,0.0,70
2073,USC00519397,2015-12-14,0.0,66
2074,USC00519397,2015-12-15,0.08,74
2075,USC00519397,2015-12-16,0.0,75
2076,USC00519397,2015-12-17,0.02,74
2077,USC00519397,2015-12-18,0.08,75
2078,USC00519397,2015-12-19,0.13,76
2079,USC00519397,2015-12-20,0.03,74
2080,USC00519397,2015-12-21,0.01,75
2081,USC00519397,2015-12-22,0.0,74
2082,USC00519397,2015-12-23,0.0,73
2083,USC00519397,2015-12-24,0.0,68
2084,USC00519397,2015-12-25,0.0,73
2085,USC00519397,2015-12-26,0.02,74
2086,USC00519397,2015-12-27,0.43,74
2087,USC00519397,2015-12-28,0.01,77
2088,USC00519397,2015-12-29,0.0,70
2089,USC00519397,2015-12-30,0.0,70
2090,USC00519397,2015-12-31,0.0,69
2091,USC00519397,2016-01-01,0.0,62
2092,USC00519397,2016-01-02,0.0,71
2093,USC00519397,2016-01-03,0.0,63
2094,USC00519397,2016-01-04,0.0,62
2095,USC00519397,2016-01-05,0.0,68
2096,USC00519397,2016-01-06,0.0,73
2097,USC00519397,2016-01-07,0.18,65
2098,USC00519397,2016-01-08,0.01,67
2099,USC00519397,2016-01-09,0.03,75
2100,USC00519397,2016-01-10,0.01,66
2101,USC00519397,2016-01-11,0.0,68
2102,USC00519397,2016-01-12,0.0,64
2103,USC00519397,2016-01-13,0.0,64
2104,USC00519397,2016-01-14,0.0,64
2105,USC00519397,2016-01-15,0.0,69
2106,USC00519397,2016-01-16,0.01,65
2107,USC00519397,2016-01-17,0.0,64
2108,USC00519397,2016-01-18,0.0,64
2109,USC00519397,2016-01-19,0.0,63
2110,USC00519397,2016-01-20,0.0,68
2111,USC00519397,2016-01-21,0.0,71
2112,USC00519397,2016-01-22,0.0,70
2113,USC00519397,2016-01-23,0.0,70
2114,USC00519397,2016-01-24,0.0,70
2115,USC00519397,2016-01-25,0.04,71
2116,USC00519397,2016-01-26,0.16,68
2117,USC00519397,2016-01-27,0.01,68
2118,USC00519397,2016-01-28,0.0,65
2119,USC00519397,2016-01-29,0.0,67
2120,USC00519397,2016-01-30,0.0,65
2121,USC00519397,2016-01-31,0.0,69
2122,USC00519397,2016-02-01,0.0,69
2123,USC00519397,2016-02-02,0.06,68
2124,USC00519397,2016-02-03,0.0,70
2125,USC00519397,2016-02-04,0.0,66
2126,USC00519397,2016-02-05,0.0,69
2127,USC00519397,2016-02-06,0.0,72
2128,USC00519397,2016-02-07,0.02,68
2129,USC00519397,2016-02-08,0.01,65
2130,USC00519397,2016-02-09,0.0,69
2131,USC00519397,2016-02-10,0.0,61
2132,USC00519397,2016-02-11,0.0,62
2133,USC00519397,2016-02-12,0.02,75
2134,USC00519397,2016-02-13,0.0,74
2135,USC00519397,2016-02-14,0.0,69
2136,USC00519397,2016-02-15,0.0,73
2137,USC00519397,2016-02-16,0.02,74
2138,USC00519397,2016-02-17,0.21,71
2139,USC00519397,2016-02-18,0.02,73
2140,USC00519397,2016-02-19,0.03,66
2141,USC00519397,2016-02-20,0.01,66
2142,USC00519397,2016-02-21,0.0,73
2143,USC00519397,2016-02-22,0.0,63
2144,USC00519397,2016-02-23,0.0,64
2145,USC00519397,2016-02-24,0.0,67
2146,USC00519397,2016-02-25,0.0,66
2147,USC00519397,2016-02-26,0.0,68
2148,USC00519397,2016-02-27,0.0,69
2149,USC00519397,2016-02-28,0.0,68
2150,USC00519397,2016-02-29,0.0,71
2151,USC00519397,2016-03-01,0.0,73
2152,USC00519397,2016-03-02,0.0,68
2153,USC00519397,2016-03-03,0.0,66
2154,USC00519397,2016-03-04,0.0,65
2155,USC00519397,2016-03-05,0.0,66
2156,USC00519397,2016-03-06,0.0,68
2157,USC00519397,2016-03-07,0.0,69
2158,USC00519397,2016-03-08,0.0,76
2159,USC00519397,2016-03-09,0.19,68
2160,USC00519397,2016-03-10,0.0,70
2161,USC00519397,2016-03-11,0.0,71
2162,USC00519397,2016-03-12,0.0,73
2163,USC00519397,2016-03-13,0.0,74
2164,USC00519397,2016-03-14,0.0,72
2165,USC00519397,2016-03-15,0.08,66
2166,USC00519397,2016-03-16,0.05,72
2167,USC00519397,2016-03-17,0.0,70
2168,USC00519397,2016-03-18,0.0,69
2169,USC00519397,2016-03-19,0.0,71
2170,USC00519397,2016-03-20,0.0,73
2171,USC00519397,2016-03-21,0.0,74
2172,USC00519397,2016-03-22,0.0,70
2173,USC00519397,2016-03-23,0.0,70
2174,USC00519397,2016-03-24,0.0,72
2175,USC00519397,2016-03-25,0.01,73
2176,USC00519397,2016-03-26,0.09,68
2177,USC00519397,2016-03-27,0.01,68
2178,USC00519397,2016-03-28,0.0,70
2179,USC00519397,2016-03-29,0.09,73
2180,USC00519397,2016-03-30,0.01,70
2181,USC00519397,2016-03-31,0.0,71
2182,USC00519397,2016-04-01,0.0,77
2183,USC00519397,2016-04-02,0.0,72
2184,USC00519397,2016-04-03,0.0,75
2185,USC00519397,2016-04-04,0.0,72
2186,USC00519397,2016-04-05,0.0,74
2187,USC00519397,2016-04-06,0.01,72
2188,USC00519397,2016-04-07,0.0,73
2189,USC00519397,2016-04-08,0.0,76
2190,USC00519397,2016-04-09,0.0,76
2191,USC00519397,2016-04-10,0.0,78
2192,USC00519397,2016-04-11,0.01,75
2193,USC00519397,2016-04-12,0.0,76
2194,USC00519397,2016-04-13,0.01,77
2195,USC00519397,2016-04-14,0.0,77
2196,USC00519397,2016-04-15,0.0,78
2197,USC00519397,2016-04-16,0.0,80
2198,USC00519397,2016-04-17,0.17,70
2199,USC00519397,2016-04-18,0.15,72
2200,USC00519397,2016-04-19,0.0,73
2201,USC00519397,2016-04-20,0.0,75
2202,USC00519397,2016-04-21,0.0,76
2203,USC00519397,2016-04-22,0.0,77
2204,USC00519397,2016-04-23,0.05,75
2205,USC00519397,2016-04-24,0.05,77
2206,USC00519397,2016-04-25,0.0,77
2207,USC00519397,2016-04-26,0.0,77
2208,USC00519397,2016-04-27,0.0,76
2209,USC00519397,2016-04-28,0.0,78
2210,USC00519397,2016-04-29,0.0,78
2211,USC00519397,2016-04-30,0.0,76
2212,USC00519397,2016-05-01,0.0,77
2213,USC00519397,2016-05-02,0.0,76
2214,USC00519397,2016-05-03,0.01,78
2215,USC00519397,2016-05-04,0.0,77
2216,USC00519397,2016-05-05,0.13,76
2217,USC00519397,2016-05-06,0.0,76
2218,USC00519397,2016-05-07,0.03,73
2219,USC00519397,2016-05-08,0.0,73
2220,USC00519397,2016-05-09,0.0,74
2221,USC00519397,2016-05-10,0.0,75
2222,USC00519397,2016-05-11,0.0,75
2223,USC00519397,2016-05-12,0.0,74
2224,USC00519397,2016-05-13,0.0,75
2225,USC00519397,2016-05-14,0.0,77
2226,USC00519397,2016-05-15,0.02,78
2227,USC00519397,2016-05-16,0.0,77
2228,USC00519397,2016-05-17,0.0,78
2229,USC00519397,2016-05-18,0.0,79
2230,USC00519397,2016-05-19,0.0,78
2231,USC00519397,2016-05-20,0.01,77
2232,USC00519397,2016-05-21,0.03,76
2233,USC00519397,2016-05-22,0.0,78
2234,USC00519397,2016-05-23,0.0,79
2235,USC00519397,2016-05-24,0.0,77
2236,USC00519397,2016-05-25,0.0,77
2237,USC00519397,2016-05-26,0.06,76
2238,USC00519397,2016-05-27,0.0,79
2239,USC00519397,2016-05-28,0.1,75
2240,USC00519397,2016-05-29,0.54,73
2241,USC00519397,2016-05-30,0.16,71
2242,USC00519397,2016-05-31,0.05,74
2243,USC00519397,2016-06-01,0.06,76
2244,USC00519397,2016-06-02,0.0,71
2245,USC00519397,2016-06-03,0.0,71
2246,USC00519397,2016-06-04,0.0,74
2247,USC00519397,2016-06-05,0.0,76
2248,USC00519397,2016-06-06,0.0,78
2249,USC00519397,2016-06-07,0.01,77
2250,USC00519397,2016-06-08,0.0,77
2251,USC00519397,2016-06-09,0.01,73
2252,USC00519397,2016-06-10,0.05,77
2253,USC00519397,2016-06-11,0.0,78
2254,USC00519397,2016-06-12,0.01,78
2255,USC00519397,2016-06-13,0.0,80
2256,USC00519397,2016-06-14,0.0,79
2257,USC00519397,2016-06-15,0.01,78
2258,USC00519397,2016-06-16,0.02,77
2259,USC00519397,2016-06-17,0.02,76
2260,USC00519397,2016-06-18,0.0,77
2261,USC00519397,2016-06-19,0.01,77
2262,USC00519397,2016-06-20,0.01,78
2263,USC00519397,2016-06-21,0.0,80
2264,USC00519397,2016-06-22,0.0,79
2265,USC00519397,2016-06-23,0.0,79
2266,USC00519397,2016-06-24,0.01,77
2267,USC00519397,2016-06-25,0.03,78
2268,USC00519397,2016-06-26,0.01,79
2269,USC00519397,2016-06-27,0.01,80
2270,USC00519397,2016-06-28,0.0,76
2271,USC00519397,2016-06-29,0.0,79
2272,USC00519397,2016-06-30,0.0,80
2273,USC00519397,2016-07-01,0.0,79
2274,USC00519397,2016-07-02,0.0,79
2275,USC00519397,2016-07-03,0.0,77
2276,USC00519397,2016-07-04,0.04,79
2277,USC00519397,2016-07-05,0.02,78
2278,USC00519397,2016-07-06,0.02,78
2279,USC00519397,2016-07-07,0.01,80
2280,USC00519397,2016-07-08,0.0,80
2281,USC00519397,2016-07-09,0.0,80
2282,USC00519397,2016-07-10,0.02,78
2283,USC00519397,2016-07-11,0.0,72
2284,USC00519397,2016-07-12,0.0,80
2285,USC00519397,2016-07-13,0.0,79
2286,USC00519397,2016-07-14,0.0,79
2287,USC00519397,2016-07-15,0.46,78
2288,USC00519397,2016-07-16,0.03,78
2289,USC00519397,2016-07-17,0.0,78
2290,USC00519397,2016-07-18,1.25,76
2291,USC00519397,2016-07-19,0.03,78
2292,USC00519397,2016-07-20,0.0,78
2293,USC00519397,2016-07-21,0.04,78
2294,USC00519397,2016-07-22,0.02,76
2295,USC00519397,2016-07-23,0.0,78
2296,USC00519397,2016-07-24,0.13,79
2297,USC00519397,2016-07-25,4.2,78
2298,USC00519397,2016-07-26,0.0,80
2299,USC00519397,2016-07-27,0.0,80
2300,USC00519397,2016-07-28,0.0,80
2301,USC00519397,2016-07-29,0.0,79
2302,USC00519397,2016-07-30,0.0,78
2303,USC00519397,2016-07-31,0.06,76
2304,USC00519397,2016-08-01,0.08,77
2305,USC00519397,2016-08-02,0.05,78
2306,USC00519397,2016-08-03,0.0,80
2307,USC00519397,2016-08-04,0.04,80
2308,USC00519397,2016-08-05,0.01,80
2309,USC00519397,2016-08-06,0.0,80
2310,USC00519397,2016-08-07,0.39,77
2311,USC00519397,2016-08-08,0.02,81
2312,USC00519397,2016-08-09,0.0,80
2313,USC00519397,2016-08-10,0.0,80
2314,USC00519397,2016-08-11,0.0,80
2315,USC00519397,2016-08-12,0.0,79
2316,USC00519397,2016-08-13,0.0,79
2317,USC00519397,2016-08-14,0.0,79
2318,USC00519397,2016-08-15,0.0,79
2319,USC00519397,2016-08-16,0.0,80
2320,USC00519397,2016-08-17,0.0,78
2321,USC00519397,2016-08-18,0.0,80
2322,USC00519397,2016-08-19,0.04,77
2323,USC00519397,2016-08-20,0.0,80
2324,USC00519397,2016-08-21,0.12,76
2325,USC00519397,2016-08-22,0.4,77
2326,USC00519397,2016-08-23,0.0,81
2327,USC00519397,2016-08-24,0.08,79
2328,USC00519397,2016-08-25,0.08,80
2329,USC00519397,2016-08-26,0.0,79
2330,USC00519397,2016-08-27,0.0,77
2331,USC00519397,2016-08-28,0.01,78
2332,USC00519397,2016-08-29,0.0,78
2333,USC00519397,2016-08-30,0.0,79
2334,USC00519397,2016-08-31,0.13,80
2335,USC00519397,2016-09-01,0.0,81
2336,USC00519397,2016-09-02,0.0,80
2337,USC00519397,2016-09-03,0.0,79
2338,USC00519397,2016-09-04,0.03,75
2339,USC00519397,2016-09-07,0.05,76
2340,USC00519397,2016-09-08,0.0,80
2341,USC00519397,2016-09-09,0.03,79
2342,USC00519397,2016-09-10,0.0,78
2343,USC00519397,2016-09-11,0.05,76
2344,USC00519397,2016-09-12,0.0,78
2345,USC00519397,2016-09-13,0.02,78
2346,USC00519397,2016-09-14,1.32,75
2347,USC00519397,2016-09-15,0.42,79
2348,USC00519397,2016-09-16,0.06,80
2349,USC00519397,2016-09-17,0.05,79
2350,USC00519397,2016-09-18,0.0,81
2351,USC00519397,2016-09-19,0.0,77
2352,USC00519397,2016-09-20,0.0,77
2353,USC00519397,2016-09-21,0.0,78
2354,USC00519397,2016-09-22,0.02,76
2355,USC00519397,2016-09-23,0.0,82
2356,USC00519397,2016-09-24,0.0,81
2357,USC00519397,2016-09-25,0.0,78
2358,USC00519397,2016-09-26,0.06,80
2359,USC00519397,2016-09-27,0.02,80
2360,USC00519397,2016-09-28,0.0,79
2361,USC00519397,2016-09-29,0.0,80
2362,USC00519397,2016-09-30,0.0,80
2363,USC00519397,2016-10-01,0.0,80
2364,USC00519397,2016-10-02,0.0,79
2365,USC00519397,2016-10-03,0.0,79
2366,USC00519397,2016-10-04,0.0,79
2367,USC00519397,2016-10-05,0.0,80
2368,USC00519397,2016-10-06,0.0,80
2369,USC00519397,2016-10-07,0.0,79
2370,USC00519397,2016-10-08,0.0,78
2371,USC00519397,2016-10-09,0.0,76
2372,USC00519397,2016-10-10,0.0,75
2373,USC00519397,2016-10-11,0.0,80
2374,USC00519397,2016-10-12,0.0,80
2375,USC00519397,2016-10-13,0.0,79
2376,USC00519397,2016-10-14,0.0,80
2377,USC00519397,2016-10-15,0.0,79
2378,USC00519397,2016-10-16,0.0,78
2379,USC00519397,2016-10-17,0.01,78
2380,USC00519397,2016-10-18,0.0,80
2381,USC00519397,2016-10-19,0.0,81
2382,USC00519397,2016-10-20,0.0,79
2383,USC00519397,2016-10-21,0.05,77
2384,USC00519397,2016-10-22,0.15,79
2385,USC00519397,2016-10-23,0.01,78
2386,USC00519397,2016-10-24,0.0,77
2387,USC00519397,2016-10-25,0.03,77
2388,USC00519397,2016-10-26,0.0,78
2389,USC00519397,2016-10-27,0.0,77
2390,USC00519397,2016-10-28,0.0,78
2391,USC00519397,2016-10-29,0.0,77
2392,USC00519397,2016-10-30,0.24,76
2393,USC00519397,2016-10-31,0.03,77
2394,USC00519397,2016-11-01,0.0,77
2395,USC00519397,2016-11-02,0.0,77
2396,USC00519397,2016-11-03,0.0,77
2397,USC00519397,2016-11-04,0.0,77
2398,USC00519397,2016-11-05,0.0,76
2399,USC00519397,2016-11-06,0.0,75
2400,USC00519397,2016-11-07,0.0,71
2401,USC00519397,2016-11-08,0.07,71
2402,USC00519397,2016-11-09,0.0,71
2403,USC00519397,2016-11-10,0.0,71
2404,USC00519397,2016-11-11,0.0,72
2405,USC00519397,2016-11-12,0.0,71
2406,USC00519397,2016-11-13,0.0,72
2407,USC00519397,2016-11-14,0.0,77
2408,USC00519397,2016-11-15,0.0,77
2409,USC00519397,2016-11-16,0.0,77
2410,USC00519397,2016-11-17,0.0,77
2411,USC00519397,2016-11-18,0.0,77
2412,USC00519397,2016-11-19,0.03,75
2413,USC00519397,2016-11-20,0.05,76
2414,USC00519397,2016-11-21,0.01,76
2415,USC00519397,2016-11-22,0.13,75
2416,USC00519397,2016-11-23,0.14,72
2417,USC00519397,2016-11-24,0.05,74
2418,USC00519397,2016-11-25,0.05,75
2419,USC00519397,2016-11-26,0.05,73
2420,USC00519397,2016-11-27,0.0,76
2421,USC00519397,2016-11-28,0.01,75
2422,USC00519397,2016-11-29,0.0,68
2423,USC00519397,2016-11-30,0.14,75
2424,USC00519397,2016-12-01,0.12,75
2425,USC00519397,2016-12-02,0.03,72
2426,USC00519397,2016-12-03,0.0,69
2427,USC00519397,2016-12-04,0.03,71
2428,USC00519397,2016-12-05,0.43,68
2429,USC00519397,2016-12-06,0.02,67
2430,USC00519397,2016-12-07,0.0,69
2431,USC00519397,2016-12-08,0.03,73
2432,USC00519397,2016-12-09,0.52,70
2433,USC00519397,2016-12-10,0.05,70
2434,USC00519397,2016-12-11,0.04,70
2435,USC00519397,2016-12-12,0.01,66
2436,USC00519397,2016-12-13,0.05,67
2437,USC00519397,2016-12-14,0.03,70
2438,USC00519397,2016-12-15,0.0,66
2439,USC00519397,2016-12-16,0.0,62
2440,USC00519397,2016-12-17,0.01,71
2441,USC00519397,2016-12-18,0.13,73
2442,USC00519397,2016-12-19,0.01,69
2443,USC00519397,2016-12-20,0.0,77
2444,USC00519397,2016-12-21,0.0,74
2445,USC00519397,2016-12-22,0.01,71
2446,USC00519397,2016-12-23,0.01,72
2447,USC00519397,2016-12-24,0.01,74
2448,USC00519397,2016-12-25,0.0,74
2449,USC00519397,2016-12-26,0.02,74
2450,USC00519397,2016-12-27,0.0,74
2451,USC00519397,2016-12-28,0.02,71
2452,USC00519397,2016-12-29,0.04,73
2453,USC00519397,2016-12-30,0.12,69
2454,USC00519397,2016-12-31,0.01,66
2455,USC00519397,2017-01-01,0.0,62
2456,USC00519397,2017-01-02,0.0,66
2457,USC00519397,2017-01-03,0.0,63
2458,USC00519397,2017-01-04,0.0,62
2459,USC00519397,2017-01-05,0.0,63
2460,USC00519397,2017-01-06,0.0,64
2461,USC00519397,2017-01-07,0.0,66
2462,USC00519397,2017-01-08,0.0,60
2463,USC00519397,2017-01-09,0.0,64
2464,USC00519397,2017-01-10,0.0,63
2465,USC00519397,2017-01-11,0.0,78
2466,USC00519397,2017-01-12,0.0,67
2467,USC00519397,2017-01-13,0.0,67
2468,USC00519397,2017-01-14,0.0,65
2469,USC00519397,2017-01-15,0.0,66
2470,USC00519397,2017-01-16,0.0,67
2471,USC00519397,2017-01-17,0.0,66
2472,USC00519397,2017-01-18,0.0,72
2473,USC00519397,2017-01-19,0.0,73
2474,USC00519397,2017-01-20,0.0,71
2475,USC00519397,2017-01-21,0.0,72
2476,USC00519397,2017-01-22,0.16,72
2477,USC00519397,2017-01-23,0.0,72
2478,USC00519397,2017-01-24,0.04,69
2479,USC00519397,2017-01-25,0.03,72
2480,USC00519397,2017-01-26,0.0,71
2481,USC00519397,2017-01-27,0.0,65
2482,USC00519397,2017-01-28,0.0,64
2483,USC00519397,2017-01-29,0.18,67
2484,USC00519397,2017-01-30,0.0,67
2485,USC00519397,2017-01-31,0.0,68
2486,USC00519397,2017-02-01,0.0,70
2487,USC00519397,2017-02-02,0.0,61
2488,USC00519397,2017-02-03,0.0,65
2489,USC00519397,2017-02-04,0.0,72
2490,USC00519397,2017-02-05,0.0,73
2491,USC00519397,2017-02-06,0.0,76
2492,USC00519397,2017-02-07,0.51,64
2493,USC00519397,2017-02-08,0.0,62
2494,USC00519397,2017-02-09,0.0,61
2495,USC00519397,2017-02-10,0.0,71
2496,USC00519397,2017-02-11,0.31,69
2497,USC00519397,2017-02-12,2.62,68
2498,USC00519397,2017-02-13,0.01,74
2499,USC00519397,2017-02-14,0.0,75
2500,USC00519397,2017-02-15,0.0,75
2501,USC00519397,2017-02-16,0.07,71
2502,USC00519397,2017-02-17,0.0,71
2503,USC00519397,2017-02-18,0.0,68
2504,USC00519397,2017-02-19,0.0,69
2505,USC00519397,2017-02-20,0.0,71
2506,USC00519397,2017-02-21,0.06,70
2507,USC00519397,2017-02-22,0.06,72
2508,USC00519397,2017-02-23,0.01,74
2509,USC00519397,2017-02-24,0.0,70
2510,USC00519397,2017-02-25,0.03,64
2511,USC00519397,2017-02-26,0.0,65
2512,USC00519397,2017-02-27,0.0,72
2513,USC00519397,2017-02-28,0.0,74
2514,USC00519397,2017-03-01,1.19,66
2515,USC00519397,2017-03-02,0.73,73
2516,USC00519397,2017-03-03,0.47,69
2517,USC00519397,2017-03-04,0.0,74
2518,USC00519397,2017-03-05,0.35,71
2519,USC00519397,2017-03-06,0.0,69
2520,USC00519397,2017-03-07,0.0,68
2521,USC00519397,2017-03-08,0.0,71
2522,USC00519397,2017-03-09,0.0,72
2523,USC00519397,2017-03-10,0.0,68
2524,USC00519397,2017-03-11,0.0,71
2525,USC00519397,2017-03-12,0.0,74
2526,USC00519397,2017-03-13,0.0,71
2527,USC00519397,2017-03-14,0.0,71
2528,USC00519397,2017-03-15,0.0,71
2529,USC00519397,2017-03-16,0.0,70
2530,USC00519397,2017-03-17,0.0,72
2531,USC00519397,2017-03-18,0.0,69
2532,USC00519397,2017-03-19,0.0,73
2533,USC00519397,2017-03-20,0.0,75
2534,USC00519397,2017-03-21,0.0,75
2535,USC00519397,2017-03-22,0.0,74
2536,USC00519397,2017-03-23,0.0,70
2537,USC00519397,2017-03-24,0.02,73
2538,USC00519397,2017-03-25,0.0,76
2539,USC00519397,2017-03-26,0.0,76
2540,USC00519397,2017-03-27,0.0,75
2541,USC00519397,2017-03-28,0.0,77
2542,USC00519397,2017-03-29,0.0,76
2543,USC00519397,2017-03-30,0.0,77
2544,USC00519397,2017-03-31,0.0,76
2545,USC00519397,2017-04-01,0.0,76
2546,USC00519397,2017-04-02,0.0,76
2547,USC00519397,2017-04-03,0.0,77
2548,USC00519397,2017-04-04,0.0,76
2549,USC00519397,2017-04-05,0.0,78
2550,USC00519397,2017-04-06,0.0,77
2551,USC00519397,2017-04-07,0.0,77
2552,USC00519397,2017-04-08,0.0,77
2553,USC00519397,2017-04-09,0.0,72
2554,USC00519397,2017-04-10,0.0,75
2555,USC00519397,2017-04-11,0.0,79
2556,USC00519397,2017-04-12,0.0,78
2557,USC00519397,2017-04-13,0.0,77
2558,USC00519397,2017-04-14,0.26,75
2559,USC00519397,2017-04-15,0.01,73
2560,USC00519397,2017-04-16,0.0,74
2561,USC00519397,2017-04-17,0.02,74
2562,USC00519397,2017-04-18,0.0,75
2563,USC00519397,2017-04-19,0.02,74
2564,USC00519397,2017-04-20,0.05,78
2565,USC00519397,2017-04-21,0.23,73
2566,USC00519397,2017-04-22,0.32,76
2567,USC00519397,2017-04-23,0.03,77
2568,USC00519397,2017-04-24,0.0,77
2569,USC00519397,2017-04-25,0.0,77
2570,USC00519397,2017-04-26,0.0,77
2571,USC00519397,2017-04-27,0.0,78
2572,USC00519397,2017-04-28,0.0,76
2573,USC00519397,2017-04-29,0.12,72
2574,USC00519397,2017-04-30,0.89,63
2575,USC00519397,2017-05-01,0.26,75
2576,USC00519397,2017-05-02,0.0,78
2577,USC00519397,2017-05-03,0.0,78
2578,USC00519397,2017-05-04,0.0,78
2579,USC00519397,2017-05-05,0.0,79
2580,USC00519397,2017-05-06,0.0,79
2581,USC00519397,2017-05-07,0.0,79
2582,USC00519397,2017-05-08,0.0,77
2583,USC00519397,2017-05-10,0.0,78
2584,USC00519397,2017-05-11,0.01,78
2585,USC00519397,2017-05-12,0.0,79
2586,USC00519397,2017-05-13,0.0,79
2587,USC00519397,2017-05-14,0.0,77
2588,USC00519397,2017-05-15,0.05,78
2589,USC00519397,2017-05-16,0.01,78
2590,USC00519397,2017-05-17,0.0,78
2591,USC00519397,2017-05-18,0.01,73
2592,USC00519397,2017-05-19,0.0,76
2593,USC00519397,2017-05-20,0.0,78
2594,USC00519397,2017-05-21,0.0,76
2595,USC00519397,2017-05-22,0.0,77
2596,USC00519397,2017-05-23,0.08,87
2597,USC00519397,2017-05-24,0.13,77
2598,USC00519397,2017-05-25,0.15,77
2599,USC00519397,2017-05-27,0.01,74
2600,USC00519397,2017-05-28,0.02,76
2601,USC00519397,2017-05-29,0.0,75
2602,USC00519397,2017-05-30,0.26,76
2603,USC00519397,2017-05-31,0.02,79
2604,USC00519397,2017-06-01,0.0,79
2605,USC00519397,2017-06-02,0.0,79
2606,USC00519397,2017-06-03,0.02,79
2607,USC00519397,2017-06-04,0.0,79
2608,USC00519397,2017-06-05,0.0,80
2609,USC00519397,2017-06-06,0.0,79
2610,USC00519397,2017-06-07,0.0,79
2611,USC00519397,2017-06-08,0.0,80
2612,USC00519397,2017-06-09,0.0,80
2613,USC00519397,2017-06-10,0.04,77
2614,USC00519397,2017-06-11,0.08,79
2615,USC00519397,2017-06-12,0.02,83
2616,USC00519397,2017-06-13,0.0,80
2617,USC00519397,2017-06-14,0.0,80
2618,USC00519397,2017-06-15,0.0,78
2619,USC00519397,2017-06-16,0.0,79
2620,USC00519397,2017-06-17,0.0,80
2621,USC00519397,2017-06-18,0.05,77
2622,USC00519397,2017-06-19,0.0,80
2623,USC00519397,2017-06-20,0.02,78
2624,USC00519397,2017-06-21,0.0,79
2625,USC00519397,2017-06-22,0.0,80
2626,USC00519397,2017-06-23,0.0,78
2627,USC00519397,2017-06-24,0.06,80
2628,USC00519397,2017-06-25,0.0,80
2629,USC00519397,2017-06-26,0.0,81
2630,USC00519397,2017-06-27,0.0,80
2631,USC00519397,2017-06-28,0.0,79
2632,USC00519397,2017-06-29,0.0,79
2633,USC00519397,2017-06-30,0.08,75
2634,USC00519397,2017-07-01,0.02,80
2635,USC00519397,2017-07-02,0.02,80
2636,USC00519397,2017-07-03,0.04,78
2637,USC00519397,2017-07-04,0.04,80
2638,USC00519397,2017-07-05,0.0,80
2639,USC00519397,2017-07-06,0.0,81
2640,USC00519397,2017-07-07,0.0,79
2641,USC00519397,2017-07-08,0.0,80
2642,USC00519397,2017-07-09,0.0,80
2643,USC00519397,2017-07-10,0.0,80
2644,USC00519397,2017-07-11,0.0,78
2645,USC00519397,2017-07-12,0.0,81
2646,USC00519397,2017-07-13,0.07,79
2647,USC00519397,2017-07-14,0.02,81
2648,USC00519397,2017-07-15,0.0,80
2649,USC00519397,2017-07-16,0.02,78
2650,USC00519397,2017-07-17,0.03,80
2651,USC00519397,2017-07-18,0.05,80
2652,USC00519397,2017-07-20,0.03,80
2653,USC00519397,2017-07-21,0.0,80
2654,USC00519397,2017-07-22,0.03,81
2655,USC00519397,2017-07-23,0.0,81
2656,USC00519397,2017-07-24,0.05,78
2657,USC00519397,2017-07-25,0.0,80
